"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"ID of first engagement","hs_first_engagement_object_id","number","The object id of the current contact owner's first engagement with the contact.","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0.59%","",""
"Inferred Language Codes","hs_inferred_language_codes","enumeration","Inferred languages based on location.  ISO 639-1","contactinformation","false","Abkhazian (ab); Afar (aa); Afrikaans (af); Akan (ak); Albanian (sq); Amharic (am); Arabic (ar); Aragonese (an); Armenian (hy); Assamese (as); Avaric (av); Avestan (ae); Aymara (ay); Azerbaijani (az); Bambara (bm); Bashkir (ba); Basque (eu); Belarusian (be); Bengali (bn); Bislama (bi); Bokmål, Norwegian; Norwegian Bokmål (nb); Bosnian (bs); Breton (br); Bulgarian (bg); Burmese (my); Catalan; Valencian (ca); Central Khmer (km); Chamorro (ch); Chechen (ce); Chichewa; Chewa; Nyanja (ny); Chinese (zh); Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic (cu); Chuvash (cv); Cornish (kw); Corsican (co); Cree (cr); Croatian (hr); Czech (cs); Danish (da); Divehi; Dhivehi; Maldivian (dv); Dutch; Flemish (nl); Dzongkha (dz); English (en); Esperanto (eo); Estonian (et); Ewe (ee); Faroese (fo); Fijian (fj); Finnish (fi); French (fr); Fulah (ff); Gaelic; Scottish Gaelic (gd); Galician (gl); Ganda (lg); Georgian (ka); German (de); Greek, Modern (1453-) (el); Guarani (gn); Gujarati (gu); Haitian; Haitian Creole (ht); Hausa (ha); Hebrew (he); Herero (hz); Hindi (hi); Hiri Motu (ho); Hungarian (hu); Icelandic (is); Ido (io); Igbo (ig); Indonesian (id); Interlingua (International Auxiliary Language Association) (ia); Interlingue; Occidental (ie); Inuktitut (iu); Inupiaq (ik); Irish (ga); Italian (it); Japanese (ja); Javanese (jv); Kalaallisut; Greenlandic (kl); Kannada (kn); Kanuri (kr); Kashmiri (ks); Kazakh (kk); Kikuyu; Gikuyu (ki); Kinyarwanda (rw); Kirghiz; Kyrgyz (ky); Komi (kv); Kongo (kg); Korean (ko); Kuanyama; Kwanyama (kj); Kurdish (ku); Lao (lo); Latin (la); Latvian (lv); Limburgan; Limburger; Limburgish (li); Lingala (ln); Lithuanian (lt); Luba-Katanga (lu); Luxembourgish; Letzeburgesch (lb); Macedonian (mk); Malagasy (mg); Malay (macrolanguage) (ms); Malayalam (ml); Maltese (mt); Manx (gv); Maori (mi); Marathi (mr); Marshallese (mh); Mongolian (mn); Nauru (na); Navajo; Navaho (nv); Ndebele, North; North Ndebele (nd); Ndebele, South; South Ndebele (nr); Ndonga (ng); Nepali (macrolanguage) (ne); Northern Sami (se); Norwegian Nynorsk; Nynorsk, Norwegian (nn); Norwegian (no); Occitan (post 1500) (oc); Ojibwa (oj); Oriya (macrolanguage) (or); Oromo (om); Ossetian; Ossetic (os); Pali (pi); Panjabi; Punjabi (pa); Persian (fa); Polish (pl); Portuguese (pt); Pushto; Pashto (ps); Quechua (qu); Romanian; Moldavian; Moldovan (ro); Romansh (rm); Rundi (rn); Russian (ru); Samoan (sm); Sango (sg); Sanskrit (sa); Sardinian (sc); Serbian (sr); Shona (sn); Sichuan Yi; Nuosu (ii); Sindhi (sd); Sinhala; Sinhalese (si); Slovak (sk); Slovenian (sl); Somali (so); Sotho, Southern (st); Spanish; Castilian (es); Sundanese (su); Swahili (macrolanguage) (sw); Swati (ss); Swedish (sv); Tagalog (tl); Tahitian (ty); Tajik (tg); Tamil (ta); Tatar (tt); Telugu (te); Thai (th); Tibetan (bo); Tigrinya (ti); Tonga (Tonga Islands) (to); Tsonga (ts); Tswana (tn); Turkish (tr); Turkmen (tk); Twi (tw); Uighur; Uyghur (ug); Ukrainian (uk); Urdu (ur); Uzbek (uz); Venda (ve); Vietnamese (vi); Volapük (vo); Walloon (wa); Welsh (cy); Western Frisian (fy); Wolof (wo); Xhosa (xh); Yiddish (yi); Yoruba (yo); Zhuang; Chuang (za); Zulu (zu)","false","false","false","false","false","true","HubSpot","","0%","",""
"Has been enriched","hs_is_enriched","bool","Indicates whether this object has ever had enriched properties written to it.","contactinformation","false","Yes (true); No (false)","true","true","false","false","false","true","HubSpot","","0%","",""
"Preferred language","hs_language","enumeration","Set your contact's preferred language for communications. This property can be changed from an import, form, or integration.","contactinformation","true","Afrikaans (af) [READ-ONLY]; Albanian (sq) [READ-ONLY]; Albanian - Albania (sq-al) [READ-ONLY]; Arabic (ar) [READ-ONLY]; Arabic - Algeria (ar-dz) [READ-ONLY]; Arabic - Bahrain (ar-bh) [READ-ONLY]; Arabic - Egypt (ar-eg) [READ-ONLY]; Arabic - Iraq (ar-iq) [READ-ONLY]; Arabic - Jordan (ar-jo) [READ-ONLY]; Arabic - Kuwait (ar-kw) [READ-ONLY]; Arabic - Lebanon (ar-lb) [READ-ONLY]; Arabic - Libya (ar-ly) [READ-ONLY]; Arabic - Morocco (ar-ma) [READ-ONLY]; Arabic - Oman (ar-om) [READ-ONLY]; Arabic - Qatar (ar-qa) [READ-ONLY]; Arabic - Saudi Arabia (ar-sa) [READ-ONLY]; Arabic - Sudan (ar-sd) [READ-ONLY]; Arabic - Syria (ar-sy) [READ-ONLY]; Arabic - Tunisia (ar-tn) [READ-ONLY]; Arabic - United Arab Emirates (ar-ae) [READ-ONLY]; Arabic - Yemen (ar-ye) [READ-ONLY]; Armenian (hy) [READ-ONLY]; Assamese (as) [READ-ONLY]; Azerbaijani (az) [READ-ONLY]; Basque (eu) [READ-ONLY]; Belarusian (be) [READ-ONLY]; Belarusian - Belarus (be-by) [READ-ONLY]; Bengali (bn) [READ-ONLY]; Bosnian (ba); Bulgarian (bg) [READ-ONLY]; Bulgarian - Bulgaria (bg-bg) [READ-ONLY]; Burmese (my) [READ-ONLY]; Burmese - Myanmar (Burma) (my-mm) [READ-ONLY]; Catalan (ca) [READ-ONLY]; Catalan - Catalan (ca-es) [READ-ONLY]; Cebuano - Philippines (cb-pl); Chinese (zh) [READ-ONLY]; Chinese - China (zh-cn) [READ-ONLY]; Chinese - Hong Kong SAR (zh-hk) [READ-ONLY]; Chinese - Macau SAR (zh-mo) [READ-ONLY]; Chinese - Singapore (zh-sg) [READ-ONLY]; Chinese - Taiwan (zh-tw) [READ-ONLY]; Chinese (Simplified) (zh-chs) [READ-ONLY]; Chinese (Traditional) (zh-cht) [READ-ONLY]; Croatian (hr) [READ-ONLY]; Croatian - Croatia (hr-hr) [READ-ONLY]; Czech (cs) [READ-ONLY]; Czech - Czech Republic (cs-cz) [READ-ONLY]; Danish (da) [READ-ONLY]; Danish - Denmark (da-dk) [READ-ONLY]; Dutch (nl) [READ-ONLY]; Dutch - Belgium (nl-be) [READ-ONLY]; Dutch - The Netherlands (nl-nl) [READ-ONLY]; English (en) [READ-ONLY]; English - Australia (en-au) [READ-ONLY]; English - Canada (en-ca) [READ-ONLY]; English - Hong Kong (en-hk) [READ-ONLY]; English - India (en-in) [READ-ONLY]; English - Ireland (en-ie) [READ-ONLY]; English - Malaysia (en-my) [READ-ONLY]; English - Malta (en-mt) [READ-ONLY]; English - New Zealand (en-nz) [READ-ONLY]; English - Philippines (en-ph) [READ-ONLY]; English - Singapore (en-sg) [READ-ONLY]; English - South Africa (en-za) [READ-ONLY]; English - United Kingdom (en-gb) [READ-ONLY]; English - United States (en-us) [READ-ONLY]; English - Zimbabwe (en-zw) [READ-ONLY]; Estonian (et) [READ-ONLY]; Estonian - Estonia (et-ee) [READ-ONLY]; Faroese (fo) [READ-ONLY]; Farsi (fa) [READ-ONLY]; Finnish (fi) [READ-ONLY]; Finnish - Finland (fi-fi) [READ-ONLY]; French (fr) [READ-ONLY]; French - Belgium (fr-be) [READ-ONLY]; French - Canada (fr-ca) [READ-ONLY]; French - France (fr-fr) [READ-ONLY]; French - Luxembourg (fr-lu) [READ-ONLY]; French - Monaco (fr-mc) [READ-ONLY]; French - Switzerland (fr-ch) [READ-ONLY]; Galician (gl) [READ-ONLY]; Georgian (ka) [READ-ONLY]; German (de) [READ-ONLY]; German - Austria (de-at) [READ-ONLY]; German - Germany (de-de) [READ-ONLY]; German - Greece (de-gr) [READ-ONLY]; German - Liechtenstein (de-li) [READ-ONLY]; German - Luxembourg (de-lu) [READ-ONLY]; German - Switzerland (de-ch) [READ-ONLY]; Greek (el) [READ-ONLY]; Greek - Cyprus (el-cy) [READ-ONLY]; Greek - Greece (el-gr) [READ-ONLY]; Gujarati (gu) [READ-ONLY]; Haitian Creole (ht); Hausa (ha); Hebrew (he) [READ-ONLY]; Hebrew - Israel (he-il); Hebrew - Israel (Legacy) (iw-il) [READ-ONLY]; Hindi (hi) [READ-ONLY]; Hindi - India (hi-in) [READ-ONLY]; Hungarian (hu) [READ-ONLY]; Hungarian - Hungary (hu-hu) [READ-ONLY]; Icelandic (is) [READ-ONLY]; Icelandic - Iceland (is-is) [READ-ONLY]; Indonesian (id) [READ-ONLY]; Indonesian - Indonesia (in-id) [READ-ONLY]; Irish (ga) [READ-ONLY]; Irish - Ireland (ga-ie) [READ-ONLY]; Italian (it) [READ-ONLY]; Italian - Italy (it-it) [READ-ONLY]; Italian - Switzerland (it-ch) [READ-ONLY]; Japanese (ja) [READ-ONLY]; Japanese - Japan (ja-jp) [READ-ONLY]; Kannada (kn) [READ-ONLY]; Kazakh (kk) [READ-ONLY]; Kinyarwanda (rw); Kiswahili (ki); Konkani (kok) [READ-ONLY]; Korean (ko) [READ-ONLY]; Korean - South Korea (ko-kr) [READ-ONLY]; Kurdish (ku); Kyrgyz (ky) [READ-ONLY]; Lao (lo); Latvian (lv) [READ-ONLY]; Latvian - Latvia (lv-lv) [READ-ONLY]; Lithuanian (lt) [READ-ONLY]; Lithuanian - Lithuania (lt-lt) [READ-ONLY]; Macedonian (mk) [READ-ONLY]; Macedonian - Macedonia (mk-mk) [READ-ONLY]; Malagasy (mg); Malay (ms) [READ-ONLY]; Malayalam (m1) [READ-ONLY]; Malay - Brunei (ms-bn) [READ-ONLY]; Malay - Malaysia (ms-my) [READ-ONLY]; Maltese (mt) [READ-ONLY]; Maltese - Malta (mt-mt) [READ-ONLY]; Marathi (mr) [READ-ONLY]; Mongolian (mn) [READ-ONLY]; Norwegian (no) [READ-ONLY]; Norwegian Bokmal (nb) [READ-ONLY]; Norwegian - Norway (no-no) [READ-ONLY]; Nyanja (ny); ʻŌlelo Hawaiʻi (haw); Polish (pl) [READ-ONLY]; Polish - Poland (pl-pl) [READ-ONLY]; Portuguese (pt) [READ-ONLY]; Portuguese - Brazil (pt-br) [READ-ONLY]; Portuguese - Portugal (pt-pt) [READ-ONLY]; Punjabi (pa) [READ-ONLY]; Romanian (ro) [READ-ONLY]; Romanian - Romania (ro-ro) [READ-ONLY]; Russian (ru) [READ-ONLY]; Russian - Russia (ru-ru) [READ-ONLY]; Sanskrit (sa) [READ-ONLY]; Serbian (sr) [READ-ONLY]; Serbian - Bosnia and Herzegovina (sr-ba) [READ-ONLY]; Serbian - Montenegro (sr-me) [READ-ONLY]; Serbian - Serbia (sr-rs) [READ-ONLY]; Serbian - Serbia and Montenegro (Former) (sr-cs) [READ-ONLY]; Slovak (sk) [READ-ONLY]; Slovak - Slovakia (sk-sk) [READ-ONLY]; Slovenian (sl) [READ-ONLY]; Slovenian - Slovenia (sl-si) [READ-ONLY]; Spanish (es) [READ-ONLY]; Spanish - Argentina (es-ar) [READ-ONLY]; Spanish - Bolivia (es-bo) [READ-ONLY]; Spanish - Chile (es-cl) [READ-ONLY]; Spanish - Colombia (es-co) [READ-ONLY]; Spanish - Costa Rica (es-cr) [READ-ONLY]; Spanish - Cuba (es-cu) [READ-ONLY]; Spanish - Dominican Republic (es-do) [READ-ONLY]; Spanish - Ecuador (es-ec) [READ-ONLY]; Spanish - El Salvador (es-sv) [READ-ONLY]; Spanish - Guatemala (es-gt) [READ-ONLY]; Spanish - Honduras (es-hn) [READ-ONLY]; Spanish - Mexico (es-mx) [READ-ONLY]; Spanish - Nicaragua (es-ni) [READ-ONLY]; Spanish - Panama (es-pa) [READ-ONLY]; Spanish - Paraguay (es-py) [READ-ONLY]; Spanish - Peru (es-pe) [READ-ONLY]; Spanish - Puerto Rico (es-pr) [READ-ONLY]; Spanish - Spain (es-es) [READ-ONLY]; Spanish - United States (es-us) [READ-ONLY]; Spanish - Uruguay (es-uy) [READ-ONLY]; Spanish - Venezuela (es-ve) [READ-ONLY]; Swahili (sw) [READ-ONLY]; Swedish (sv) [READ-ONLY]; Swedish - Finland (sv-fi) [READ-ONLY]; Swedish - Sweden (sv-se) [READ-ONLY]; Syriac (sy) [READ-ONLY]; Tagalog (t1) [READ-ONLY]; Tamil (ta) [READ-ONLY]; Tatar (tt) [READ-ONLY]; Telugu (te) [READ-ONLY]; Thai (th) [READ-ONLY]; Thai - Thailand (th-th) [READ-ONLY]; Turkish (tr) [READ-ONLY]; Turkish - Türkiye (tr-tr) [READ-ONLY]; Ukrainian (uk) [READ-ONLY]; Ukrainian - Ukraine (uk-ua) [READ-ONLY]; Urdu (ur) [READ-ONLY]; Uzbek (uz) [READ-ONLY]; Vietnamese (vi) [READ-ONLY]; Vietnamese - Vietnam (vi-vn) [READ-ONLY]; Yoruba (yo)","false","true","false","false","false","true","HubSpot","","0%","",""
"Latest Disqualified Lead Date","hs_latest_disqualified_lead_date","datetime","The most recent time at which an associated lead currently in a disqualified stage was moved to that stage","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Latest Open Lead Date","hs_latest_open_lead_date","datetime","The most recent time an associated open lead was moved to a NEW or IN_PROGRESS state","contactinformation","false","","true","true","true","false","false","true","HubSpot","Automation platform flow (1)","0.14%","",""
"Latest Qualified Lead Date","hs_latest_qualified_lead_date","datetime","The most recent time at which an associated lead currently in a qualified stage was moved to that stage","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Last sequence ended date","hs_latest_sequence_ended_date","datetime","The last sequence ended date.","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0.63%","",""
"Last sequence enrolled","hs_latest_sequence_enrolled","number","The last sequence enrolled.","contactinformation","false","","true","true","false","true","false","true","HubSpot","","0.63%","",""
"Last sequence enrolled date","hs_latest_sequence_enrolled_date","datetime","The last sequence enrolled date.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.63%","",""
"LinkedIn URL","hs_linkedin_url","string","The URL of the contact's LinkedIn page.","contactinformation","true","","false","false","false","false","false","true","HubSpot","Object requirement (1); Sales view (2)","0.7%","",""
"Membership last private content access date","hs_membership_last_private_content_access_date","datetime","The last date a contact accessed private content","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Merged Contact IDs","hs_merged_object_ids","enumeration","The list of Contact record IDs that have been merged into this Contact. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.48%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Report (1)","100%","",""
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (1)","98.42%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","contactinformation","false","","true","true","false","true","false","true","HubSpot","","100%","",""
"Persona","hs_persona","enumeration","A contact's persona","contactinformation","true","Co-Creators are members at the House of Web3 (persona_5); Substreams developers create substreams to use (persona_4); Subgraph developer create subgraphs (persona_3); Data consumers use subgraphs (or APIs) to get blockchain data (persona_2); Indexers serve data on The Graph Network (persona_1)","false","true","false","false","false","true","HubSpot","Automation platform flow (1); Report (1); Sales view (3)","1.21%","",""
"Prospecting Agent Last Enrolled","hs_prospecting_agent_last_enrolled","datetime","The last time the Prospecting Agent enrolled this contact","contactinformation","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Prospecting Agent Total Enrolled Count","hs_prospecting_agent_total_enrolled_count","number","","contactinformation","false","","false","true","false","false","false","true","HubSpot","","0.04%","",""
"Registration Method","hs_registration_method","string","The method used for registration","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Employment Role","hs_role","enumeration","Job role","contactinformation","true","Accounting (accounting); Administrative (administrative); Business Development (business_development); Communications (communications); Consulting (consulting); Customer Service (customer_service); Design (design); Education (education); Engineering (engineering); Entrepreneurship (entrepreneurship); Finance (finance); Health Professional (health_professional); Human Resources (human_resources); Information Technology (information_technology); Legal (legal); Marketing (marketing); Operations (operations); Product (product); Project Management (project_management); Public Relations (public_relations); Quality Assurance (quality_assurance); Real Estate (real_estate); Recruiting (recruiting); Research (research); Sales (sales); Support (support); Retired (retired)","false","false","false","false","false","true","HubSpot","","0%","",""
"Date of first engagement","hs_sa_first_engagement_date","datetime","The date the current contact owner first engaged with the contact.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.59%","",""
"Description of first engagement","hs_sa_first_engagement_descr","enumeration","A description of the current contact owner's first engagement with the contact.","contactinformation","false"," (EMPTY_DESCRIPTION); Bounced (BOUNCED); Busy (BUSY); Calling CRM user (CALLING_CRM_USER) [HIDDEN]; Canceled (CANCELED); Completed (COMPLETED); Connecting (CONNECTING) [HIDDEN]; Deferred (DEFERRED); Facebook Messenger (FB_MESSENGER); Failed (FAILED); In progress (IN_PROGRESS) [HIDDEN]; Live chat (LIVE_CHAT); Logged call (LOGGED_CALL); No answer (NO_ANSWER); No show (NO_SHOW); Not started (NOT_STARTED); Queued (QUEUED) [HIDDEN]; Rescheduled (RESCHEDULED); Ringing (RINGING) [HIDDEN]; Scheduled (SCHEDULED); Sending (SENDING); Sent (SENT); Waiting (WAITING); Missed (MISSED); On Hold (HOLD)","true","true","true","false","false","true","HubSpot","","0.59%","",""
"Type of first engagement","hs_sa_first_engagement_object_type","enumeration","The object type of the current contact owner's first engagement with the contact.","contactinformation","false","Call (CALL); Conversation session (CONVERSATION_SESSION); Email (EMAIL); Meeting (MEETING_EVENT); Task (TASK)","true","true","true","false","false","true","HubSpot","","0.59%","",""
"Employment Seniority","hs_seniority","enumeration","Job Seniority","contactinformation","true","VP (vp); Director (director); Entry (entry); Executive (executive); Manager (manager); Owner (owner); Partner (partner); Senior (senior); Employee (employee)","false","false","false","false","false","true","HubSpot","","0%","",""
"Number of sequences enrolled","hs_sequences_enrolled_count","number","The number of sequences enrolled.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.63%","",""
"State/Region Code","hs_state_code","string","The contact's state or region code.","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Employment Sub Role","hs_sub_role","enumeration","Job sub role","contactinformation","true","Account Executive (account_executive); Account Manager (account_manager); Accountant (accountant); Accounting Manager (accounting_manager); Administrative Assistant (administrative_assistant); Appraisal (appraisal); Architect IT (architect_it); Assistant (assistant); Attorney (attorney); Auditor (auditor); Brand Marketing (brand_marketing); Business Analyst (business_analyst); Business Consultant (business_consultant); Business Manager (business_manager); Chief Financial Officer (chief_financial_officer); Communications Manager (communications_manager); Community (community); Content Marketing (content_marketing); Contracts (contracts); Creative (creative); Customer Service Specialist (customer_service_specialist); Customer Success (customer_success); Data IT (data_it); Data Science Engineer (data_science_engineer); Database Administrator (database_administrator); Design Engineer (design_engineer); Development Specialist (development_specialist); Devops Engineer (devops_engineer); Digital Marketing (digital_marketing); Director of Development (director_of_development); Editorial (editorial); Electrical Engineer (electrical_engineer); Engineering Manager (engineering_manager); Events (events); Executive Assistant (executive_assistant); Facilities (facilities); Fashion Design (fashion_design); Field Marketing (field_marketing); Financial Analyst (financial_analyst); Financial Controller (financial_controller); Fitness (fitness); Founder (founder); General Counsel (general_counsel); General Manager (general_manager); General Partner (general_partner); Graphic Design (graphic_design); Human Resources Specialist (human_resources_specialist); Information Technology Specialist (information_technology_specialist); Investment (investment); Investment Banker (investment_banker); Journalist (journalist); Key Account Manager (key_account_manager); Law Enforcement (law_enforcement); Lawyer (lawyer); Logistics Manager (logistics_manager); Management (management); Marketing Specialist (marketing_specialist); Mechanical Engineer (mechanical_engineer); Medical Doctor (medical_doctor); Network Engineer (network_engineer); Nurse (nurse); Office Management (office_management); Office Manager (office_manager); Operational Specialist (operational_specialist); Owner (owner); Paralegal (paralegal); Principal (principal); Product Design (product_design); Product Manager (product_manager); Product Marketing (product_marketing); Production Manager (production_manager); Professor (professor); Program Coordinator (program_coordinator); Program Manager (program_manager); Project Engineer (project_engineer); Project Manager (project_manager); Property Manager (property_manager); QA engineer (qa_engineer); QA IT (qa_it); Quality Assurance Manager (quality_assurance_manager); Quality Assurance Specialist (quality_assurance_specialist); Realtor (realtor); Recruiter (recruiter); Relationship Manager (relationship_manager); Research Analyst (research_analyst); Risk Compliance (risk_compliance); Sales Executive (sales_executive); Sales Operations (sales_operations); Sales Specialist (sales_specialist); Salesperson (salesperson); Secretary (secretary); Social Marketing (social_marketing); Software Engineer (software_engineer); Strategy (strategy); Student (student); Support (support); Support Specialist (support_specialist); System Administrator (system_administrator); System Analyst (system_analyst); Systems Engineer (systems_engineer); Talent (talent); Tax Audit (tax_audit); Teacher (teacher); Technical Manager (technical_manager); Technical Support Specialist (technical_support_specialist); Therapist (therapist); Training (training); Video (video); Web Developer (web_developer); Writer (writer); Chief Executive Officer (chief_executive_officer); Chief Operating Officer (chief_operating_officer); Chief Marketing Officer (chief_marketing_officer); Chief Technology Officer (chief_technology_officer); Chief Information Officer (chief_information_officer); Chief Human Resources officer (chief_human_resources_officer); Chief Compliance Officer (chief_compliance_officer); Chief Risk Officer (chief_risk_officer); Chief Data Officer (chief_data_officer); Chief Product Officer (chief_product_officer); Chief Revenue Officer (chief_revenue_officer); Chief Sustainability Officer (chief_sustainability_officer); Chief Legal Officer (chief_legal_officer); Chief Security Officer (chief_security_officer); Chief Experience Officer (chief_experience_officer); Chief Innovation Officer (chief_innovation_officer); Retail (retail); Retired (retired)","false","false","false","false","false","true","HubSpot","","0%","",""
"Lead response time","hs_time_to_first_engagement","number","The time it took the current owner to perform a qualifying action on the contact. Qualifying actions include sending an email, calling, using chat, recording a meeting outcome, or marking a task as in progress or completed.","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0.59%","",""
